Ticker,Name,Sector,Industry,MarketCap,CapBucket
DOX,Amdocs Limited,Technology,Software - Infrastructure,8989646848.0,Mid
DOYU,DouYu International Holdings Li,Communication Services,Internet Content & Information,219867248.0,Micro
DPRO,Draganfly Inc.,Industrials,Aerospace & Defense,188282064.0,Micro
DPZ,Domino's Pizza Inc,Consumer Cyclical,Restaurants,14447302656.0,Large
DRCT,"Direct Digital Holdings, Inc.",Communication Services,Advertising Agencies,2849377.0,Micro
DRDB,Roman DBDR Acquisition Corp. II,Financial Services,Shell Companies,319546688.0,Small
DRDBU,Roman DBDR Acquisition Corp. II,Financial Services,Shell Companies,285067008.0,Micro
DRDBW,Roman DBDR Acquisition Corp. II,,,16002001.0,Micro
DRH,Diamondrock Hospitality Company,Real Estate,REIT - Hotel & Motel,1872677632.0,Small
DRIO,DarioHealth Corp.,Healthcare,Health Information Services,67854464.0,Micro
DRIV,Global X Autonomous & Electric ,,,,Unknown
DRMA,"Dermata Therapeutics, Inc.",Healthcare,Biotechnology,1909210.0,Micro
DRMAW,"Dermata Therapeutics, Inc. Warrant",,,,Unknown
DRNZ,REX Drone ETF,,,,Unknown
DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense,9122717696.0,Mid
DRTS,Alpha Tau Medical Ltd.,Healthcare,Biotechnology,434847136.0,Small
DRTSW,Alpha Tau Medical Ltd. Warrant,,,,Unknown
DRUG,Bright Minds Biosciences Inc.,Healthcare,Biotechnology,639481664.0,Small
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships,2437211648.0,Mid
DSACU,Daedalus Special Acquisition Co,Financial Services,Shell Companies,,Unknown
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,548560960.0,Small
DSGR,"Distribution Solutions Group, I",Industrials,Industrial Distribution,1329020672.0,Small
DSGX,The Descartes Systems Group Inc,Technology,Software - Application,7690231296.0,Mid
DSP,Viant Technology Inc.,Technology,Software - Application,759237056.0,Small
DSWL,"Deswell Industries, Inc.",Technology,Electronic Components,56092040.0,Micro
DSY,Big Tree Cloud Holdings Limited,Consumer Defensive,Household & Personal Products,29100464.0,Micro
DSYWW,Big Tree Cloud Holdings Limited,,,,Unknown
DTCK,Davis Commodities Limited,Consumer Defensive,Farm Products,9680196.0,Micro
DTCR,Global X Data Center & Digital ,,,,Unknown
DTCX,"Datacentrex, Inc.",Financial Services,Financial Data & Stock Exchanges,90218296.0,Micro
DTI,Drilling Tools International Co,Energy,Oil & Gas Equipment & Services,97148632.0,Micro
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,101823512.0,Micro
DTSQ,DT Cloud Star Acquisition Corpo,Financial Services,Shell Companies,96574768.0,Micro
DTSQR,DT Cloud Star Acquisition Corpo,,,,Unknown
DTSQU,DT Cloud Star Acquisition Corpo,Financial Services,Shell Companies,84279456.0,Micro
DTSS,Datasea Inc.,Technology,Software - Infrastructure,7207970.0,Micro
DTST,Data Storage Corporation,Technology,Information Technology Services,38016680.0,Micro
DTSTW,Data Storage Corporation Warrant,,,,Unknown
DUKH,Ocean Park High Income ETF,,,17085779968.0,Large
DUKX,Ocean Park International ETF,,,,Unknown
DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,11500980.0,Micro
DUOG,Leverage Shares 2X Long DUOL Daily ETF,,,,Unknown
DUOL,"Duolingo, Inc.",Technology,Software - Application,8397661696.0,Mid
DUOT,"Duos Technologies Group, Inc.",Technology,Software - Application,197007520.0,Micro
DVAL,BrandywineGLOBAL-Dynamic US Lar,,,,Unknown
DVAX,Dynavax Technologies Corporatio,Healthcare,Drug Manufacturers - Specialty & Generic,1805996032.0,Small
DVGR,DAC 3D Dividend Growth ETF,,,1301501056.0,Small
DVIN,WEBs Industrials XLI Defined Vo,,,,Unknown
DVLT,Datavault AI Inc.,Technology,Software - Infrastructure,213370944.0,Micro
DVLU,First Trust Dorsey Wright Momen,,,,Unknown
DVOL,First Trust Dorsey Wright Momen,,,,Unknown
DVQQ,WEBs QQQ Defined Volatility ETF,,,,Unknown
DVRE,WEBs Real Estate XLRE Defined V,,,,Unknown
DVSP,WEBs SPY Defined Volatility ETF,,,,Unknown
DVUT,WEBs Utilities XLU Defined Vola,,,,Unknown
DVXB,WEBs Materials XLB Defined Vola,,,,Unknown
DVXC,WEBs Communication Services XLC,,,,Unknown
DVXE,WEBs Energy XLE Defined Volatil,,,,Unknown
DVXF,WEBs Financial XLF Defined Vola,,,,Unknown
DVXK,WEBs Technology XLK Defined Vol,,,,Unknown
DVXP,WEBs Consumer Staples XLP Defin,,,,Unknown
DVXV,WEBs Health Care XLV Defined Vo,,,,Unknown
DVXY,WEBs Consumer Discretionary XLY,,,,Unknown
DVY,iShares Select Dividend ETF,,,24965629952.0,Large
DWAS,Invesco Dorsey Wright SmallCap ,,,,Unknown
DWAW,AdvisorShares Dorsey Wright FSM,,,,Unknown
DWSH,AdvisorShares Dorsey Wright Sho,,,,Unknown
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Equipment & Services,52781260.0,Micro
DWTX,"Dogwood Therapeutics, Inc.",Healthcare,Biotechnology,120992416.0,Micro
DWUS,AdvisorShares Dorsey Wright FSM,,,,Unknown
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,26497931264.0,Large
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,Apparel Retail,50797676.0,Micro
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,1817218048.0,Small
DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,69333728.0,Micro
DXST,Decent Holding Inc.,Industrials,Waste Management,38162496.0,Micro
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,34447168.0,Micro
DYFI,IDX Dynamic Fixed Income ETF,,,,Unknown
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology,3299631104.0,Mid
DYNB,Hartford Dynamic Bond ETF,,,,Unknown
DYOR,Insight Digital Partners II,Financial Services,Shell Companies,228160000.0,Micro
DYORU,Insight Digital Partners II,Financial Services,Shell Companies,201000000.0,Micro
DYORW,Insight Digital Partners II,,,,Unknown
DYTA,SGI Dynamic Tactical ETF,,,,Unknown
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,51219230720.0,Large
EASY,Liberty One Defensive Dividend ,,,,Unknown
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,38940971008.0,Large
EBC,"Eastern Bankshares, Inc.",Financial Services,Banks - Regional,4233555200.0,Mid
EBI,Longview Advantage ETF,,,,Unknown
EBIZ,Global X E-commerce ETF,,,,Unknown
EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,Banks - Regional,157294080.0,Micro
EBON,Ebang International Holdings In,Technology,Computer Hardware,21040066.0,Micro
ECBK,"ECB Bancorp, Inc.",Financial Services,Banks - Regional,153477152.0,Micro
ECDA,"ECD Automotive Design, Inc.",Consumer Cyclical,Auto Manufacturers,7963756.0,Micro
ECDAW,"ECD Automotive Design, Inc.",,,,Unknown
ECOR,"electroCore, Inc.",Healthcare,Medical Devices,39579720.0,Micro
ECOW,Pacer Emerging Markets Cash Cow,,,,Unknown
ECPG,Encore Capital Group Inc,Financial Services,Credit Services,1277613568.0,Small
ECX,ECARX Holdings Inc.,Consumer Cyclical,Auto Parts,542176448.0,Small
ECXWW,ECARX Holdings Inc. Warrants,,,,Unknown
EDAP,EDAP TMS S.A.,Healthcare,Medical Distribution,127133104.0,Micro
EDBL,Edible Garden AG Incorporated,Consumer Defensive,Farm Products,2105951.0,Micro
EDBLW,EDIBLE GARDEN AG INC C/WTS (TO ,,,,Unknown
EDHL,Everbright Digital Holding Limi,Communication Services,Advertising Agencies,12266266.0,Micro
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,211832496.0,Micro
EDRY,EuroDry Ltd.,Industrials,Marine Shipping,36323072.0,Micro
EDSA,"Edesa Biotech, Inc.",Healthcare,Biotechnology,12000706.0,Micro
EDTK,Skillful Craftsman Education Te,Consumer Defensive,Education & Training Services,14264824.0,Micro
EDUC,Educational Development Corpora,Communication Services,Publishing,11415658.0,Micro
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,3218940672.0,Mid
EEIQ,EpicQuest Education Group Inter,Consumer Defensive,Education & Training Services,5959131.0,Micro
EEMA,iShares MSCI Emerging Markets A,,,713924224.0,Small
EFAS,Global X MSCI SuperDividend EAF,,,,Unknown
EFOI,"Energy Focus, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",12913684.0,Micro
EFRA,iShares Environmental Infrastru,,,,Unknown
EFSC,Enterprise Financial Services C,Financial Services,Banks - Regional,2052624896.0,Mid
EFSCP,Enterprise Financial Services C,Financial Services,Banks - Regional,,Unknown
EFSI,Eagle Financial Services Inc,Financial Services,Banks - Regional,216828048.0,Micro
EFTY,"Etoiles Capital Group Co., Ltd.",,,302052224.0,Small
EGAN,eGain Corporation,Technology,Software - Application,283496096.0,Micro
EGBN,"Eagle Bancorp, Inc.",Financial Services,Banks - Regional,643262784.0,Small
EGGQ,NestYield Visionary ETF,,,,Unknown
EGHA,EGH Acquisition Corp.,Financial Services,Shell Companies,207460000.0,Micro
EGHAR,EGH Acquisition Corp.,,,,Unknown
EGHAU,EGH Acquisition Corp.,Financial Services,Shell Companies,,Unknown
EGHT,8x8 Inc,Technology,Software - Application,278667136.0,Micro
EH,EHang Holdings Limited,Industrials,Aerospace & Defense,943001664.0,Small
EHGO,Eshallgo Inc.,Industrials,Business Equipment & Supplies,7248940.0,Micro
EHLD,Euroholdings Ltd.,Industrials,Marine Shipping,19209314.0,Micro
EHLS,Even Herd Long Short ETF,,,,Unknown
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers,126750904.0,Micro
EJH,E-Home Household Service Holdin,Consumer Cyclical,Personal Services,74011568.0,Micro
EKG,First Trust Nasdaq Lux Digital ,,,,Unknown
EKSO,"Ekso Bionics Holdings, Inc.",Healthcare,Medical Instruments & Supplies,14585181.0,Micro
ELAB,PMGC Holdings Inc.,Healthcare,Biotechnology,1153372.0,Micro
ELBM,Electra Battery Materials Corpo,Basic Materials,Other Industrial Metals & Mining,82508504.0,Micro
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,Biotechnology,120054824.0,Micro
ELE,Elemental Royalty Corporation,Basic Materials,Other Precious Metals & Mining,1128730624.0,Small
ELFY,ALPS Electrification Infrastruc,,,,Unknown
ELIL,Direxion Daily LLY Bull 2X Shar,,,,Unknown
ELIS,Direxion Daily LLY Bear 1X Shar,,,,Unknown
ELOG,Eastern International Ltd.,Industrials,Integrated Freight & Logistics,18986860.0,Micro
ELPW,Elong Power Holding Limited,Industrials,Electrical Equipment & Parts,18228032.0,Micro
ELSE,"Electro-Sensors, Inc.",Technology,Scientific & Technical Instruments,14687798.0,Micro
ELTK,Eltek Ltd.,Technology,Electronic Components,57790516.0,Micro
ELTX,"Elicio Therapeutics, Inc.",Healthcare,Biotechnology,139277312.0,Micro
ELUT,"Elutia, Inc.",Healthcare,Medical Devices,23208094.0,Micro
ELVA,Electrovaya Inc.,Industrials,Electrical Equipment & Parts,363185088.0,Small
ELVN,"Enliven Therapeutics, Inc.",Healthcare,Biotechnology,967361216.0,Small
ELVR,Elevra Lithium Limited - Americ,Basic Materials,Other Industrial Metals & Mining,969678336.0,Small
ELWS,"Earlyworks Co., Ltd.",Technology,Software - Application,14642741.0,Micro
ELWT,"Elauwit Connection, Inc.",Communication Services,Telecom Services,32503198.0,Micro
EM,Smart Share Global Limited,Consumer Cyclical,Personal Services,301782304.0,Small
EMB,iShares J.P. Morgan USD Emergin,,,,Unknown
EMBC,Embecta Corp.,Healthcare,Medical Instruments & Supplies,711136064.0,Small
EMCB,WisdomTree Emerging Markets Cor,,,,Unknown
EMEQ,Nomura Focused Emerging Markets,,,,Unknown
EMIF,iShares Emerging Markets Infras,,,,Unknown
EMIS,Emmis Acquisition Corp.,,,157758336.0,Micro
EMISR,Emmis Acquisition Corp.,,,,Unknown
EML,Eastern Company (The),Industrials,Tools & Accessories,124164576.0,Micro
EMPD,Empery Digital Inc.,Consumer Cyclical,Auto Manufacturers,147164480.0,Micro
EMPG,Empro Group Inc.,Healthcare,Medical Distribution,143046400.0,Micro
EMXC,iShares MSCI Emerging Markets e,,,,Unknown
EMXF,iShares ESG Advanced MSCI EM ET,,,,Unknown
ENDW,Cambria Endowment Style ETF,,,,Unknown
ENGN,enGene Holdings Inc.,Healthcare,Biotechnology,636354240.0,Small
ENGNW,enGene Holdings Inc. Warrants,,,,Unknown
ENGS,Energys Group Limited,Industrials,Waste Management,11690328.0,Micro
ENHU,iShares Enhanced Large Cap Core,,,,Unknown
ENLT,Enlight Renewable Energy Ltd.,Utilities,Utilities - Renewable,5800330240.0,Mid
ENLV,Enlivex Therapeutics Ltd.,Healthcare,Biotechnology,177490144.0,Micro
ENPH,"Enphase Energy, Inc.",Technology,Solar,4318370304.0,Mid
ENSC,"Ensysce Biosciences, Inc.",Healthcare,Biotechnology,3995531.0,Micro
ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities,10220249088.0,Large
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,486171776.0,Small
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,13078531072.0,Large
ENTX,Entera Bio Ltd.,Healthcare,Biotechnology,78874456.0,Micro
ENVB,"Enveric Biosciences, Inc.",Healthcare,Biotechnology,4206042.0,Micro
ENVX,Enovix Corporation,Industrials,Electrical Equipment & Parts,1660764672.0,Small
ENZL,iShares MSCI New Zealand ETF,,,,Unknown
EOLS,"Evolus, Inc. Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic,447256512.0,Small
EOSE,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment & Parts,3840563456.0,Mid
EPOW,"Sunrise New Energy Co., Ltd",Industrials,Electrical Equipment & Parts,38446528.0,Micro
EPRX,Eupraxia Pharmaceuticals Inc.,Healthcare,Biotechnology,386839552.0,Small
EPSM,Epsium Enterprise Limited,Consumer Defensive,Beverages - Wineries & Distilleries,28891776.0,Micro
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas E&P,133193784.0,Micro
EQ,"Equillium, Inc.",Healthcare,Biotechnology,91339928.0,Micro
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,74945437696.0,Large
EQRR,ProShares Equities for Rising R,,,,Unknown
ERAS,"Erasca, Inc.",Healthcare,Biotechnology,987317120.0,Small
ERET,iShares Environmentally Aware R,,,,Unknown
ERIC,Ericsson,Technology,Communication Equipment,32266215424.0,Large
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,14766658560.0,Large
ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,738393600.0,Small
ERNA,Ernexa Therapeutics Inc.,Healthcare,Biotechnology,9497157.0,Micro
ERNZ,TrueShares Active Yield ETF,,,,Unknown
ESCA,"Escalade, Incorporated",Consumer Cyclical,Leisure,184694112.0,Micro
ESEA,Euroseas Ltd.,Industrials,Marine Shipping,381229760.0,Small
ESGD,iShares ESG Aware MSCI EAFE ETF,,,,Unknown
ESGE,iShares ESG Aware MSCI EM ETF,,,,Unknown
ESGL,ESGL Holdings Limited,Industrials,Waste Management,169564960.0,Micro
ESGLW,ESGL Holdings Limited Warrants,,,,Unknown
ESGU,iShares ESG Aware MSCI USA ETF,,,,Unknown
ESHA,ESH Acquisition Corp.,Financial Services,Shell Companies,47609048.0,Micro
ESHAR,ESH Acquisition Corp.,,,,Unknown
ESLA,"Estrella Immunopharma, Inc.",Healthcare,Biotechnology,58159004.0,Micro
ESLAW,"Estrella Immunopharma, Inc.",Healthcare,Biotechnology,,Unknown
ESLT,Elbit Systems Ltd.,Industrials,Aerospace & Defense,26519250944.0,Large
ESMV,iShares ESG Optimized MSCI USA ,,,,Unknown
ESN,Essential 40 Stock ETF,,,,Unknown
ESOA,Energy Services of America Corp,Industrials,Engineering & Construction,134668496.0,Micro
ESPO,VanEck Video Gaming and eSports,,,,Unknown
ESPR,"Esperion Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,957759680.0,Small
ESQ,"Esquire Financial Holdings, Inc",Financial Services,Banks - Regional,899633536.0,Small
ESTA,Establishment Labs Holdings Inc,Healthcare,Medical Devices,2221473792.0,Mid
ETEC,iShares Breakthrough Environmen,,,,Unknown
ETHA,iShares Ethereum Trust ETF,,,,Unknown
ETHI,Defiance Leveraged Long Income ,,,,Unknown
ETHM,Dynamix Corporation,Financial Services,Shell Companies,227751984.0,Micro
ETHMU,Dynamix Corporation,Financial Services,Shell Companies,,Unknown
ETHMW,Dynamix Corporation,,,,Unknown
ETHZ,ETHZilla Corporation,Healthcare,Biotechnology,98087400.0,Micro
ETON,"Eton Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,451339136.0,Small
ETOR,eToro Group Ltd.,Financial Services,Capital Markets,3001625088.0,Mid
ETRL,GraniteShares 2x Long ETOR Dail,,,,Unknown
ETS,Elite Express Holding Inc.,Industrials,Trucking,10192155.0,Micro
EU,enCore Energy Corp.,Energy,Uranium,458841952.0,Small
EUDA,Euda Health Holdings Limited,Real Estate,Real Estate Services,92628360.0,Micro
EUDAW,EUDA Health Holdings Limited,,,,Unknown
EUFN,iShares MSCI Europe Financials ,,,,Unknown
EURK,Eureka Acquisition Corp,Financial Services,Shell Companies,52600488.0,Micro
EURKR,Eureka Acquisition Corp,,,,Unknown
EURKU,Eureka Acquisition Corp,Financial Services,Shell Companies,72600912.0,Micro
EVAX,Evaxion A/S,Healthcare,Biotechnology,42785304.0,Micro
EVCM,EverCommerce Inc.,Technology,Software - Infrastructure,2178970624.0,Mid
EVER,"EverQuote, Inc.",Communication Services,Internet Content & Information,974528128.0,Small
EVGN,Evogene Ltd.,Healthcare,Biotechnology,9423893.0,Micro
EVGO,EVgo Inc.,Consumer Cyclical,Specialty Retail,967065792.0,Small
EVGOW,EVgo Inc. Warrants,,,,Unknown
EVLV,"Evolv Technologies Holdings, In",Industrials,Security & Protection Services,1162953088.0,Small
EVLVW,"Evolv Technologies Holdings, Inc.",,,,Unknown
EVMT,Invesco Electric Vehicle Metals,,,,Unknown
EVO,Evotec SE,Healthcare,Drug Manufacturers - Specialty & Generic,1111966208.0,Small
EVOX,Evolution Global Acquisition Co,Financial Services,Shell Companies,315840000.0,Small
EVOXU,Evolution Global Acquisition Co,Financial Services,Shell Companies,,Unknown
EVOXW,Evolution Global Acquisition Corp,,,,Unknown
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,16752681984.0,Large
EVSD,Eaton Vance Short Duration Inco,,,,Unknown
EVTV,"Envirotech Vehicles, Inc.",Consumer Cyclical,Auto Manufacturers,2099873.0,Micro
EVYM,Eaton Vance High Income Municip,,,,Unknown
EWBC,"East West Bancorp, Inc.",Financial Services,Banks - Regional,15988702208.0,Large
EWCZ,"European Wax Center, Inc.",Consumer Defensive,Household & Personal Products,206103296.0,Micro
EWJV,iShares MSCI Japan Value ETF,,,,Unknown
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,Biotechnology,2789633280.0,Mid
EWZS,iShares MSCI Brazil Small-Cap E,,,,Unknown
EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,19274514432.0,Large
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,43995045888.0,Large
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,26077200384.0,Large
EXEEL,Expand Energy Corporation,,,,Unknown
EXEEW,Expand Energy Corporation,,,,Unknown
EXEEZ,Expand Energy Corporation,,,,Unknown
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,12447925248.0,Large
EXFY,"Expensify, Inc.",Technology,Software - Application,144210304.0,Micro
EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,6993519104.0,Mid
EXOZ,eXoZymes Inc.,Healthcare,Biotechnology,96369504.0,Micro
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,35575652352.0,Large
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,1499418624.0,Small
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,3603256064.0,Mid
EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,2257167872.0,Mid
EXUS,Nomura Focused International Co,,,,Unknown
EYE,"National Vision Holdings, Inc.",Consumer Cyclical,Specialty Retail,2220667648.0,Mid
EYEG,AB Corporate Bond ETF,,,,Unknown
EYPT,"EyePoint, Inc.",Healthcare,Biotechnology,1514178304.0,Small
EZGO,EZGO Technologies Ltd.,Consumer Cyclical,Recreational Vehicles,1692656.0,Micro
EZMO,AlphaDroid Broad Markets Moment,,,,Unknown
EZPW,"EZCORP, Inc.",Financial Services,Credit Services,1208179328.0,Small
EZRO,AlphaDroid Defensive Sector Rot,,,,Unknown
FA,First Advantage Corporation,Industrials,Specialty Business Services,2704005376.0,Mid
FAAR,First Trust Alternative Absolut,,,,Unknown
FAB,First Trust Multi Cap Value Alp,,,,Unknown
FACT,FACT II Acquisition Corp.,,,252699984.0,Micro
FACTU,FACT II Acquisition Corp.,Financial Services,Shell Companies,,Unknown
FACTW,FACT II Acquisition Corp. Warra,,,,Unknown
FAD,First Trust Multi Cap Growth Al,,,,Unknown
FALN,iShares Fallen Angels USD Bond ,,,,Unknown
FAMI,"Farmmi, Inc. Ordinary Shares",Consumer Defensive,Packaged Foods,7839079.0,Micro
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,42354712576.0,Large
FARM,Farmer Brothers Company,Consumer Defensive,Packaged Foods,32403018.0,Micro
FAST,Fastenal Company,Industrials,Industrial Distribution,47712366592.0,Large
FAT,FAT Brands Inc.,Consumer Cyclical,Restaurants,6780494.0,Micro
FATBB,FAT Brands Inc.,Consumer Cyclical,Restaurants,21706582.0,Micro
FATBP,FAT Brands Inc. - 8.25% Series ,Consumer Cyclical,Restaurants,,Unknown
FATE,"Fate Therapeutics, Inc.",Healthcare,Biotechnology,115352288.0,Micro
FATN,"FatPipe, Inc.",Technology,Software - Infrastructure,34950416.0,Micro
FBGL,FBS Global Limited,Industrials,Engineering & Construction,13770000.0,Micro
FBIO,"Fortress Biotech, Inc.",Healthcare,Biotechnology,116081888.0,Micro
FBIOP,"Fortress Biotech, Inc. - 9.375%",Healthcare,Biotechnology,50404300.0,Micro
FBIZ,First Business Financial Servic,Financial Services,Banks - Regional,461496864.0,Small
FBL,GraniteShares 2x Long META Dail,,,,Unknown
FBLA,"FB Bancorp, Inc.",Financial Services,Banks - Regional,259871264.0,Micro
FBLG,"FibroBiologics, Inc.",Healthcare,Biotechnology,16563411.0,Micro
FBNC,First Bancorp,Financial Services,Banks - Regional,2159099648.0,Mid
FBOT,Fidelity Disruptive Automation ,,,,Unknown
FBRX,"Forte Biosciences, Inc.",Healthcare,Biotechnology,349125696.0,Small
FBYD,"Falcon's Beyond Global, Inc.",Industrials,Conglomerates,821033856.0,Small
FBYDW,"Falcon's Beyond Global, Inc. Wa",,,,Unknown
FBYY,GraniteShares YieldBOOST META E,,,,Unknown
FCA,First Trust China AlphaDEX Fund,,,,Unknown
FCAL,First Trust California Municipa,,,,Unknown
FCAP,"First Capital, Inc.",Financial Services,Banks - Regional,200870976.0,Micro
FCBC,"First Community Bankshares, Inc",Financial Services,Banks - Regional,619043840.0,Small
FCCO,First Community Corporation,Financial Services,Banks - Regional,228845328.0,Micro
FCEF,First Trust Income Opportunitie,,,,Unknown
FCEL,"FuelCell Energy, Inc.",Industrials,Electrical Equipment & Parts,404807488.0,Small
FCFS,"FirstCash Holdings, Inc.",Financial Services,Credit Services,7140921344.0,Mid
FCHL,Fitness Champs Holdings Limited,Consumer Defensive,Education & Training Services,4960600.0,Micro
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,27918630912.0,Large
FCNCO,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,,Unknown
FCNCP,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,,Unknown
FCTE,SMI 3Fourteen Full-Cycle Trend ,,,,Unknown
FCUV,Focus Universal Inc.,Technology,Scientific & Technical Instruments,9197111.0,Micro
FCVT,First Trust SSI Strategic Conve,,,,Unknown
FDBC,"Fidelity D & D Bancorp, Inc.",Financial Services,Banks - Regional,261028080.0,Micro
FDCF,Fidelity Disruptive Communicati,,,,Unknown
FDFF,Fidelity Disruptive Finance ETF,,,,Unknown
FDIF,Fidelity Disruptors ETF,,,,Unknown
FDIG,Fidelity Crypto Industry and Di,,,,Unknown
FDIV,MarketDesk Focused U.S. Dividen,,,,Unknown
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,455366528.0,Small
FDNI,First Trust Dow Jones Internati,,,,Unknown
FDSB,"Fifth District Bancorp, Inc.",Financial Services,Banks - Regional,82951704.0,Micro
FDT,First Trust Developed Markets E,,,,Unknown
FDTS,First Trust Developed Markets e,,,,Unknown
FDTX,Fidelity Disruptive Technology ,,,,Unknown
FDUS,Fidus Investment Corporation,Financial Services,Asset Management,708150464.0,Small
FEAM,"5E Advanced Materials, Inc.",Basic Materials,Specialty Chemicals,79470168.0,Micro
FEAT,YieldMax Dorsey Wright Featured,,,,Unknown
FEBO,Fenbo Holdings Limited,Technology,Consumer Electronics,15487500.0,Micro
FEED,"ENvue Medical, Inc.",Healthcare,Medical Devices,2785771.0,Micro
FEIM,"Frequency Electronics, Inc.",Technology,Communication Equipment,550383744.0,Small
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,4415874560.0,Mid
FEM,First Trust Emerging Markets Al,,,,Unknown
FEMB,First Trust Emerging Markets Lo,,,,Unknown
FEMS,First Trust Emerging Markets Sm,,,,Unknown
FEMY,Femasys Inc.,Healthcare,Medical Instruments & Supplies,42252268.0,Micro
FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology,276301792.0,Micro
FEP,First Trust Europe AlphaDEX Fun,,,,Unknown
FEPI,REX FANG & Innovation Equity Pr,,,,Unknown
FER,Ferrovial SE,Industrials,Engineering & Construction,46681411584.0,Large
FERA,Fifth Era Acquisition Corp I,Financial Services,Shell Companies,320796032.0,Small
FERAR,Fifth Era Acquisition Corp I,,,,Unknown
FERAU,Fifth Era Acquisition Corp I,Financial Services,Shell Companies,,Unknown
FEUZ,First Trust Eurozone AlphaDEX E,,,,Unknown
FEX,First Trust Large Cap Core Alph,,,,Unknown
FFAI,Faraday Future Intelligent Elec,Consumer Cyclical,Auto Manufacturers,189624544.0,Micro
FFAIW,Faraday Future Intelligent Electric Inc.,,,,Unknown
FFBC,First Financial Bancorp.,Financial Services,Banks - Regional,2534183680.0,Mid
FFIC,Flushing Financial Corporation,Financial Services,Banks - Regional,575246848.0,Small
FFIN,"First Financial Bankshares, Inc",Financial Services,Banks - Regional,4417908224.0,Mid
FFIV,"F5, Inc.",Technology,Software - Infrastructure,15285702656.0,Large
FFUT,Fidelity Managed Futures ETF,,,,Unknown
FGBI,"First Guaranty Bancshares, Inc.",Financial Services,Banks - Regional,77225328.0,Micro
FGBIP,"First Guaranty Bancshares, Inc.",Financial Services,Banks - Regional,,Unknown
FGEN,"FibroGen, Inc",Healthcare,Biotechnology,36004460.0,Micro
FGI,FGI Industries Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",12334746.0,Micro
FGIWW,FGI Industries Ltd. Warrant,,,,Unknown
FGL,Founder Group Limited,Industrials,Engineering & Construction,3455921.0,Micro
FGM,First Trust Germany AlphaDEX Fu,,,,Unknown
FGMC,FG Merger II Corp.,Financial Services,Shell Companies,103163920.0,Micro
FGMCR,FG Merger II Corp.,,,,Unknown
FGMCU,FG Merger II Corp.,Financial Services,Shell Companies,,Unknown
